UF,municipio,zona,secao,cargo,quantidadeVotos,partido,candidato
AL,27774,14,35,presidente,87,22,22
AL,27774,14,35,presidente,5,branco,branco
AL,27774,14,35,presidente,16,nulo,nulo
AL,27774,14,211,presidente,133,13,13
AL,27774,14,211,presidente,78,22,22
AL,27774,14,211,presidente,5,branco,branco
AL,27774,14,211,presidente,11,nulo,nulo
AL,27774,14,15,presidente,138,13,13
AL,27774,14,15,presidente,71,22,22
AL,27774,14,15,presidente,4,branco,branco
AL,27774,14,15,presidente,13,nulo,nulo
AL,27774,14,16,presidente,133,13,13
AL,27774,14,16,presidente,79,22,22
AL,27774,14,16,presidente,2,branco,branco
AL,27774,14,16,presidente,13,nulo,nulo
AL,27774,14,24,presidente,124,13,13
AL,27774,14,24,presidente,78,22,22
AL,27774,14,24,presidente,2,branco,branco
AL,27774,14,24,presidente,17,nulo,nulo
AL,27774,14,29,presidente,139,13,13
AL,27774,14,29,presidente,73,22,22
AL,27774,14,29,presidente,3,branco,branco
AL,27774,14,29,presidente,10,nulo,nulo
AL,27774,14,36,presidente,152,13,13
AL,27774,14,36,presidente,95,22,22
AL,27774,14,36,presidente,2,branco,branco
AL,27774,14,36,presidente,17,nulo,nulo
